,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,Year
76343,tt4971830,Yahya sokoot nakard,Yahya sokoot nakard,2015,2015-07-23,Drama,80,Iran,Persian,Kaveh Ebrahimpour,Tala Motazedi,Ayneh Aftab,"Fatemah Motamed-Aria, Mahan Nasiri, Neda Jebraeili, Turaj Mansuri, Maryam Shirazi, Rabe'e Oskooyi, Saleh Mirza Aghayi, Mohammad Kamal Alavi","Young Yahya's father is going far looking for a job,therefore Yahya should stay with her infamous aunt....",6.3,259,,,,,,6.0,2015
76347,tt4974192,Jamna Pyari,Jamna Pyari,2015,2015-08-27,"Comedy, Drama",125,India,Malayalam,Thomas K. Sebastian,P.R. Arun,RJ Creations,"Kunchacko Boban, Gayathri Suresh, Joy Mathew, Suraj Venjaramoodu, Renji Panicker, Neeraj Madhav, Maniyanpilla Raju, Sonia Agarwal, Anju Aravind, Chempil Asokan, Sudheer Karamana, Vijayan Karanthoor, Santhosh Keezhattoor, Pradeep Kottayam, Anumol K. Manoharan","Vasoottan an auto driver by profession, who is very good at heart and meanwhile he is an impetuous person. Once a MBA student happens to travel his auto with some hidden purposes.",4.7,249,,,,,1.0,2.0,2015
76348,tt4974230,Urumbukal Urangarilla,Urumbukal Urangarilla,2015,2015-09-19,"Comedy, Crime, Drama",138,India,Malayalam,Jiju Asokan,Jiju Asokan,Kamalam Films,"Vinay Forrt, Chemban Vinod Jose, Aju Varghese, Innocent, Ananya, Sudheer Karamana, Santhosh Keezhattoor, Thezni Khan, Pradeep Kottayam, Vanitha Krishnachandran, Janaki Krishnan, Muhammed Musthafa, Manju Pathrose, Vettukili Prakash, Lakshmi Priya","Kelu and Benny, who are thieves, meet accidentally in their walks of life. They face many challenges as they go around to steal.",6.3,363,,,,,3.0,2.0,2015
76350,tt4974356,Akhil,Akhil,2015,2015-11-11,"Action, Fantasy",130,India,Telugu,Vinayak V.V.,"Veligonda Srinivas, Vinayak V.V.",Sresht Cinemas,"Akhil Akkineni, Sayyeshaa Saigal, Rajendra Prasad, Brahmanandam, Mahesh Manjrekar, Vennela Kishore, Hema, Sapthagiri, Byron Gibson, Karishma Karpal, Muhone Kellvin, Jean Louis Pascal, Jayaprakash Reddy, Fatima Roshan",A cruel businessman attacks a tribal village for a stone which the people treat as something special. A guy who thinks he is somehow related to the stone comes to their aid.,3.7,542,,,,,3.0,2.0,2015
76352,tt4974684,Kara Bela,Kara Bela,2015,2015-09-18,"Action, Adventure, Comedy",105,Turkey,Turkish,Burak Aksak,"Burak Aksak, Burak Aksak",Besiktas Kültür Merkezi (BKM),"Cengiz Bozkurt, Seda Bakan, Erkan Kolçak Köstendil, Cihan Ercan, Berat Yenilmez, Tarik Ünlüoglu, Istar Gökseven, Erdal Tosun, Hakan Salinmis, Sadi Celil Cengiz, Esin Alpogan, Benian Dönmez, Hasibe Eren, Yasin Eren, Zihni Göktay","After the death of his wife and father, Kudret, who has always lived by the book, decides to go on a road trip to save a girl.",6.9,7823,,,$ 3479667,,6.0,2.0,2015
76355,tt4975498,Seong-nan Byeon-ho-sa,Seong-nan Byeon-ho-sa,2015,2015-10-08,"Crime, Mystery",117,South Korea,Korean,Jong-ho Huh,,Amber Films,"Sun-kyun Lee, Go-eun Kim, Hyun-Sung Jang, Won-hee Im, Sung-duk Hong, Jae-woong Choi, Han Soo Hyun, Suk-Tae Joo, Kim Yoon-hye",A lawyer and a prosecutor take on a murder case the has no evidence or a body.,6.6,440,,$ 50162,$ 7550177,,1.0,4.0,2015
76363,tt4977540,Aatagara,Aatagara,2015,2015-08-28,"Mystery, Romance, Thriller",129,India,Kannada,K.M. Chaitanya,"K.M. Chaitanya, K.M. Chaitanya",Dwarakish Chitra,"Anant Nag, Chiranjeevi Sarja, Meghana Raj, Parul Yadav, Prakash Belawadi, Pavana Gowda, Anu Prabhakar, Achyuth Kumar, Sadhu Kokila, Balaji Manohar, B.S. Dwarakish, P. Ravi Shankar, Rohith Padaki, Sunethra Nagaraj",10 strangers set off to a strange land. What happens there changes their lives forever. Aatagara is an edge-of-the-seat multi-starrer that is unique and never seen before in the Indian cinema.,8.0,448,INR 50000000,,,,7.0,,2015
76369,tt4979652,Wo shi zheng ren,Wo shi zheng ren,2015,2015-10-30,"Action, Crime, Drama",112,"China, South Korea",Mandarin,Sang-hoon Ahn,"Xiaobai Gu, Andy Yoon",New Clues Films,"Mi Yang, Han Lu, Jingchun Wang, Yawen Zhu, Ruilin Liu, Leon Lai Yi, Sierra Lee, Yingrui Cao, Wei Chai, Baoyue Cui, Yansheng Li, Lingyue Xu","After escaping an abduction attempt, a blind woman and the young man who witnessed the crime aid the police in trying to identify the man responsible.",6.0,583,,$ 418063,$ 33963557,,4.0,2.0,2015
76382,tt4984868,Faraar,Faraar,2015,2015-08-28,Action,148,Australia,Punjabi,Baljit Singh Deo,Jass Grewal,Sippy Grewal Productions,"Gippy Grewal, Kainaat Arora, Jaggi Singh, Malcolm Matthews, Girja Shankar, Rahul Nath, Ash Wahi, Raja Deka, Sitara Attaie, Dimple Bains, Saleem Allahi, Sonu La, Kiran Shergill, Gurfateh Singh Grewal, Seema Kaushal",A man travelling to the United States meets a mysterious woman and gets wrapped up in an investigation when authorities mistake him for a notorious criminal.,5.4,245,INR 140000000,,$ 22316,,4.0,,2015
76390,tt4987556,Thani Oruvan,Thani Oruvan,2015,2015-08-28,"Action, Crime, Thriller",160,India,Tamil,Mohan Raja,"A.N. Balakrishnan, Mohan Raja",AGS Entertainment,"Jayam Ravi, Arvind Swamy, Nayanthara, Nassar, Ganesh Venkatraman, Thambi Ramaiah, Mugdha Godse, Vamsi Krishna, Harish Uthaman, Sricharan, Rahul Madhav, Abhinaya, Nagineedu, Anil Murali, V. Madhusudhan Rao","Siddharth Abimanyu, an influential scientist, is involved in various illegal medical practices. Mithran, an efficient IPS officer, decides to expose him.",8.4,15768,INR 200000000,,,,54.0,9.0,2015
76393,tt4990706,Ladronas de Almas,Ladronas de Almas,2015,2015-10-04,Horror,88,Mexico,Spanish,Juan Antonio de la Riva,Christopher Luna,Eficine,"Sofía Sisniega, Natasha Dupeyrón, Ana Sofía Durán, Ricardo Dalmacci, Javier Escobar, Luis Gatica, Juan Ángel Esparza, Jorge Luis Moreno, Arnulfo Reyes Sanchez, Tizoc Arroyo, José Enot, Harding Junior, Claudine Sosa, Pablo Valentín, Marcela Odriozola","During the battle between insurgents and the royalist Spanish army during the Mexican civil war, some outlaws seek treasure within a families compound only to find horrors they could never have imagined.",4.9,193,,,,,7.0,2.0,2015
76394,tt4991074,Ask Nerede?,Ask Nerede?,2015,2015-09-25,"Comedy, Romance",114,Turkey,Turkish,Semra Dündar,Semra Dündar,,"Oya Aydogan, Faik Ergin, Leyla Uner Ermaya, Ayça Erturan, Eylul Ozturk, Derya Sen, Mustafa Sen, Gönül Dostu Sener, Selahattin Tasdögen, Kadir Çöpdemir, Kemal Ögün, Dogancan Özadali, Yasar Üzer",,4.4,313,,,$ 249279,,,,2015
76401,tt4991660,Kalo Pothi,Kalo Pothi,2015,2015-12-30,"Action, Drama, History",90,"Nepal, France, Germany, Switzerland",Nepali,Min Bahadur Bham,"Min Bahadur Bham, Sujit Bidari",Shooney Films,"Khadka Raj Nepali, Sukra Raj Rokaya, Jit Bahadur Malla, Hansha Khadka, Benisha Hamal, Bipin Karki","They are bonded, nonetheless, by friendship and affection for a hen, whose eggs just might make a difference to Prakash's impoverished family. When the boy's father sells the bird, the chums desperately attempt to raise funds in order to buy it back.",7.1,502,,,$ 6771,,3.0,17.0,2015
76405,tt4992086,Bhale Bhale Magadivoy,Bhale Bhale Magadivoy,2015,2015-09-04,"Comedy, Romance",137,India,Telugu,Maruthi Dasari,Maruthi Dasari,GA2 Pictures,"Nani, Lavanya Tripathi, Praveen, Ajay, Bhadram, Vennela Kishore, Satya Krishnan, Madhumitha, Abhishek Maharshi, V.K. Naresh, Praveen, Srinivasa Reddy, Vikram Savyasachi, Murli Sharma, Sithara",An easily distracted scientist (Nani) goes to great lengths to make sure that his girlfriend (Lavanya Tripati) and her family members don't find out about his mental condition.,7.8,3105,,,INR 500500000,,8.0,3.0,2015
76406,tt4992114,Double Seat,Double Seat,2015,2015-08-14,"Drama, Romance",138,India,Marathi,Sameer Vidwans,"Kshitij Patwardhan, Sameer Vidwans",A Huge Production,"Mukta Barve, Ankush Chaudhari, Vandana Gupte, Vidyadhar Joshi, Sandeep Pathak, Omkar Thatte, Aarti Wadagbalkar",Double Seat is a story of newly wed lovebirds Amit and Manjiri struggling to find their private space in overwhelming city of Mumbai.,7.8,235,,,,,2.0,4.0,2015
76414,tt4995748,Paayum Puli,Paayum Puli,2015,2015-09-04,"Action, Thriller",135,India,"Tamil, Telugu",Suseenthiran,Suseenthiran,Vendhar Movies,"Vishal, Kajal Aggarwal, Samuthirakani, Soori, Harish Uthaman, R.K., Aishwarya Dutta, V. Jayaprakash, Murli Sharma, Anandraj, Nikita Thukral, Appukutty, Santosh Kumar, Prinz Nithik",A cop mistakenly believes that taking out three thugs will end Madurai's crime wave.,6.0,727,INR 250000000,,,,2.0,4.0,2015
76425,tt5000250,In fondo al bosco,In fondo al bosco,2015,2015-11-19,"Mystery, Thriller",92,Italy,Italian,Stefano Lodovichi,"Isabella Aguilar, Stefano Lodovichi",One More Pictures,"Filippo Nigro, Camilla Filippi, Giovanni Vettorazzo, Teo Achille Caprio, Stefano Pietro Detassis, Maria Vittoria Barrella, Roberto Gudese, Luca Filippi, Andrea Brunello, Uber. Beatrice, Alessandro Corabi, Luca Di Giovanni, Ermanno De Biagi, Antonella Arseni, Gaetano di Vaio","Winter 2010. Dolomites. Tommaso Conci, a 4 year old child, disappears during a festival where people disguised as devils, the Krampus, terrorize the village with whips and chains. Five ...",6.4,995,,,$ 299064,,6.0,25.0,2015
76427,tt5000984,French Toast,French Toast,2015,2015-04-24,Romance,87,South Africa,"English, Afrikaans, French","Paul Krüger, Anél Stolp",Tina Kruger,Hartiwood Films,"Lika Berning, Thierry Ballarin, Deon Lotz, Heléne Lombard, Paul du Toit, Roberta Fox, Trudi Conradie, Rod Alexander, Lochner de Kock, Tony Caprari, Willemien Rust, Diani Gernandt, Anel van der Merwe, Gustav Gerdener, Nathanya van Zyl","Lisa lives with her father, Izak on a wine farm in Franschoek. Her mother died some time ago, and left a french toast recipe that only a few people know. One day she finds her mothers diary...",5.6,151,,,$ 160742,,11.0,2.0,2015
76435,tt5002544,Miracle Maker,Miracle Maker,2015,2015-11-03,Family,90,USA,English,John Lyde,Sally Meyer,Paulist Productions,"Jake Stormoen, Brian Krause, Melanie Stone, Jasen Wade, Caitlin E.J. Meyer, Kaléa Atkinson, Cooper Daniel Johnson, Adam Johnson, Sarah Kent, Anne Sward, Karen Baird, Shauna Thompson, Jacob Buster, Sarah Jackson, Paris Warner","Woodhaven, a tiny town on the edge of the American frontier, needs a Christmas miracle and it may have arrived in the form of a ragged traveler.",6.8,113,,,,,6.0,1.0,2015
76446,tt5007774,A Box of Faith,A Box of Faith,2015,2015-06-23,Family,84,USA,English,Auturo Gavino,Auturo Gavino,Faith House Pictures,"Savanah D. McMahon, David Aaron Stone, Julie Van Lith, Lara van Lith, William G. Way, Bill Wetherill","After her mother dies and her dad is imprisoned for a crime he didn't commit, 16-year-old Dior is forced to live on the streets. Ms. Ward, a social worker, makes it her mission to track ...",5.8,177,$ 100000,,,,6.0,1.0,2015
76449,tt5009236,King Candy,King Candy,2015,2015-03-27,"Biography, Drama",46,USA,English,"Ralph Sepe, Joe Acierno",Ralph Sepe,,"Ralph Sepe, Alexondra O'Connell, Ian Goodman, Michael Sepe, Charlie Grippaldi, Greg Scavelli, Ryan Osterwald, Roberto Pasalaqua, Joe Acierno, Daniel Marini, Michael Kohen, Andy Ordonez, Steven Piork, Vis Haripal, Anthony Narchet","A 17 year old kid tries to stand out in the world and starts a charity, but his ways lead into illegal activity.",7.0,1676,$ 500,,,,42.0,,2015
76457,tt5012994,Abby Sen,Abby Sen,2015,2015-10-30,"Comedy, Drama, Sci-Fi",128,India,Bengali,Atanu Ghosh,"Atanu Ghosh, Atanu Ghosh",Friend's Communication,"Abir Chatterjee, Raima Sen, Paran Banerjee, Biswanath Basu, Bratya Basu, Bhaswar Chatterjee, Chiranjit, Arunima Ghosh, Kharaj Mukherjee, Sujan Mukherjee, Kanchan Mullick, Priyanka Sarkar",Abby Sen a struggling TV producer time travels to 1980 to find a job in a leading TV channel.,5.8,309,INR 12000000,,,,6.0,3.0,2015
76463,tt5016442,Gujjubhai the Great,Gujjubhai the Great,2015,2015-09-18,Comedy,145,India,Gujarati,Ishaan Randeria,Siddharth Randeria,Siddharth Randeria Productions,"Siddharth Randeria, Jimit Trivedi, Swati Shah, Dipna Patel, Alekh Sangal, Sunil Vishrani, Khatera Hakimi, Annapurna Shukla, Dharmesh Vyas, Hemang Dave, Palak Jani, Tabrez Pasha","Hasmukh Gandhi has a simple philosophy: enjoy and let enjoy. But his stress-free life is interrupted when his daughter, Tanisha comes home with her boyfriend, Montu. While everyone in the ...",8.2,1272,,,,,13.0,,2015
76464,tt5016632,Nom el-Talat,Nom el-Talat,2015,2015-09-10,Comedy,95,Egypt,Arabic,Ihab Lamey,,,"Hani Ramzi, Eman El-Assy, Hasan Husni","A government employee suffers from a rare form of narcolepsy, which forces him to sleep from Monday to Wednesday every week. However, on one Tuesday, on his absence, a crisis strikes - his ...",3.0,108,,,,,1.0,,2015
76470,tt5020074,Madimak: Carina'nin Günlügü,Madimak: Carina'nin Günlügü,2015,2015-09-25,Drama,91,Turkey,"Turkish, Dutch",Ulas Bahadir,Ulas Bahadir,Gökkusagi Film,"Denise Owono, Füsun Demirel, Riza Akin, Altan Erkekli, Mustafa Alabora, Muhlis Asan, Ayça Koptur, Umut Kurt, Baris Ordu, Jörgen Scholtens, Koray Tarhan, Erdal Tosun, Cihan Özdeniz, Meray Ülgen","Carina is a 22 year-old Dutch woman studying Anthropology. She arrives in Turkey in June 1993, in order to write her thesis. Everything is going well until she arrives in Sivas for the 4th annual Pir Sultan Abdal celebration day.",6.2,248,,,$ 656810,,1.0,7.0,2015
76474,tt5021536,Kendasampige,Kendasampige,2015,2015-09-11,"Romance, Thriller",99,India,Kannada,Soori,"Rajesh Nataranga, Soori",Parimala Film Factory,"Vikky Varun, Manvita Kamath, Rajesh Nataranga, Prakash Belawadi, Chandrashekar, Kishor Nittur, Sheetal Shetty, Prashanth Siddi, Sudhir, Narayana Swamy","When a love story goes awry, two young lovers are forced to take to the road with the police hot on their heels. They escape across Karnataka in a roller-coaster ride that is at once enthralling, exasperating and nail-biting.",8.3,1799,,,,,15.0,2.0,2015
76475,tt5022424,Kohinoor,Kohinoor,2015,2015-09-24,"Comedy, Thriller",139,India,Malayalam,Vinay Govind,"Ranjeet Kamala Sankar, Salil V.",Adam's World Of Imagination,"Asif Ali, Indrajith Sukumaran, Aju Varghese, Chemban Vinod Jose, Vinay Forrt, Aparna Vinod, Shraddha Srinath, Bhavana, Bijukuttan, Johny, Sudheer Karamana, Pradeep Kottayam, Saiju Kurup, Mammukoya, Meghanadhan","The story develops during the 1987-88 period. It was a time when Mohanlal's 'Rajavinte Makan' and Mammootty's 'Athirathram' were such a rage among youth. Louis wishes to be like Vincent Gomas and Tharadas, the heroes in these movies.",6.3,573,,,,,4.0,1.0,2015
76477,tt5022680,All Hallows' Eve 2,All Hallows' Eve 2,2015,2015-10-06,Horror,91,USA,English,"Bryan Norton, Jesse Baget","Jesse Baget, Elias Benavidez",Hollywood Shorts,"Andrea Monier, Damien Monier, Helen Rogers, Tyler Rossell, Steve Anderson Jr., Ron Basch, Emily Alatalo, Angela Besharah, Julian Richings, Drew Davis, Alastair Forbes, Zoe Fraser, Kristina Uranowski, Brendan Heard, Adrian G. Griffiths",A woman finds a VHS tape on her doorstep that shows a series of gruesome tales that could be real. But the true danger is the pumpkin-faced killer that's using the tape to find his next victim.,4.8,1491,,,,,18.0,33.0,2015
76481,tt5024728,Like Cattle Towards Glow,Like Cattle Towards Glow,2015,2015-09-11,"Drama, Sci-Fi",93,"Germany, France, Canada","English, French","Dennis Cooper, Zac Farley","Dennis Cooper, Zac Farley",Jürgen Brüning Filmproduktion,"Nicolas Hau, Gabriel Norman, E.D. Yang, Joris Monnier, Jimmy P., Pierre-Luc Baron-Moreau, Valentin Puyau, Elri, O.B. De Alessi, Paul Hameline, Luca Gabriel, Raphaël Bouvet, Laurence Vialle, Gaël Depauw, Claude Pérès",Several short films about troubled gay youngsters who attempt to resolve their psychological issues through bizarre fetish play or sinister self expression.,4.3,257,,,,,1.0,7.0,2015
76495,tt5028834,Moira,Moira,2015,2015-09-23,Drama,95,Georgia,Georgian,Levan Tutberidze,"Goga Kobalia, Davit Pirtskhalava",Cinetech Film,"Ani Bebia, Paata Inauri, Jano Izoria, Giorgi Khurtsilava, Zaza Magalashvili, Ketevan Tskhakaia",Mamuka is released from prison and tries to take care of his disabled father and younger brother.,7.0,128,,,,,,4.0,2015
76497,tt5029004,Trisha Illana Nayanthara,Trisha Illana Nayanthara,2015,2015-09-17,Comedy,130,India,Tamil,Adhik Ravichandran,,Cameo Films India,"G.V. Prakash Kumar, Anandhi, Manisha Yadav, Simran, Vtv Ganesh, Robo Shankar, Arya, Priya Anand, Yugi Sethu","Jeeva goes through 3 different stages of life - from school, to college and career. It talks about the views of youth on love. The story underlines the importance of not giving up hope after a break-up.",5.2,668,,,,,6.0,3.0,2015
76511,tt5031892,Tam jeong deo bigining,Tam jeong deo bigining,2015,2015-09-24,"Comedy, Crime, Thriller",120,South Korea,Korean,Jeong-hoon Kim,Jeong-hoon Kim,Cree Pictures,"Sang-Woo Kwon, Dong-il Sung, Yeong-hie Seo, Dae-han Ji, Bok-rae Jo, Park Jun-Myun, Joo-Heon Kim, Il-hwa Lee, Seung-Joon Lee, Moo-Je Min, Jeong-se Oh, Hae-Joon Park, Sung-Il Park, Min-chae Yoo, Kyung-ho Yoon",A true-crime enthusiast and a washed up cop facing demotion launch a joint murder investigation to help a mutual friend who is wrongfully charged with murder.,6.7,762,KRW 0,,,,5.0,3.0,2015
76513,tt5032026,Anabel,Anabel,2015,2015-10-11,"Horror, Mystery",75,Spain,Spanish,Antonio Trashorras,Antonio Trashorras,Norberfilms,"Ana de Armas, Rocío León, Enrique Villén","Anabel and his two roommates are looking for someone to share the rent. They choose an older gentleman who gain their trust, but soon they discover a strange and disturbing presence.",4.2,212,,,,,2.0,2.0,2015
76516,tt5032818,Kanal,Kanal,2015,2015-10-22,"Action, Crime, Drama",156,India,Malayalam,M. Padmakumar,S. Suresh Babu,Abaam Movies,"Mohanlal, Anoop Menon, Atul Kulkarni, Prathap Pothen, Honey Rose, Nikita Thukral, Sheelu Abraham, Geo Abraham, Devi Ajith, Manasa Alex, Arun, Innocent, Jayakrishnan, Jose, Santhosh Keezhattoor",The film revolves around two families hailing from the South Indian state of Kerala who have spent some important years of their lives in the Middle East.,4.6,360,,,,,2.0,1.0,2015
76517,tt5033000,Jaws 19,Jaws 19,2015,2015-09-16,"Action, Horror, Sci-Fi",63,"Russia, Kazakhstan, Czech Republic",Russian,"Sergey A., Ivan Yakovidish",Sergey A.,Terra Studio,"Ivan Yakovidish, Sergey A., Viktor Murzikov, Krolik Black, Eldar Bogunov, Igor de Ferron, Andrey Demianskiy, Khassan Khakak, Nikita Kuznetsov, Evgeniy Mishukhin, Anastasiya Punsh, Vladimir Putin, Pavel Velichestvenniy, Veta Veselova, Ilya Zhernovikh","The beaches of the Baltic Sea are terrorized by a shark. The military manage to destroy it, but the shark returns in spectral form.",4.9,574,RUR 100,,,,6.0,14.0,2015
76519,tt5033162,Yaktin Beni,Yaktin Beni,2015,2015-10-16,Comedy,100,Turkey,Turkish,Can Yücel,Ugras Günes,TMC Film,"Emre Cagri Akbaba, Sarp Apak, Sezai Aydin, Meltem Cumbul, Ayça Damgaci, Hasibe Eren, Fedon, Yagiz Kilinc, Sinem Kobal, Bülent Sakrak, Can Tarakçi, Ugur Yücel, Ozan Özcan",,4.4,489,$ 1500000,,$ 674070,,,5.0,2015
76521,tt5033342,4 Könige,4 Könige,2015,2015-11-19,Drama,98,Germany,German,Theresa von Eltz,"Esther Bernstorff, Theresa von Eltz",C-Films (Deutschland),"Paula Beer, Jella Haase, Jannis Niewöhner, Moritz Leu, Clemens Schick, Anneke Kim Sarnau, Christoph Bantzer, Andrea Gerhard, Nadine Hahl, Kai Hoppe, Markus John, Yamen Masoud, Sebastian Rudolph, Stephan Schad, Catherine Seifert","Christmas is approaching, and with it, the desire for harmony, beauty, light and hope. Being unable to cope with her parents' conflict, Alex (16) makes a radical decision. A day later she ...",6.8,882,EUR 1000000,,,,1.0,18.0,2015
